,Product,Manufacturer,Architecture,Released,BUS,Memory,GPU.Clock,Memory.Clock,Shaders.TMUs.ROPs,Production.Status
779,Mobility Radeon HD 2400 XT Mac Edition,ATI,M74,"Jun 28th, 2007",PCIe 1.0 x16,"128 MB, GDDR3, 64 bit",650 MHz,800 MHz,40 / 4 / 4,End-of-life
780,Mobility Radeon HD 2600,ATI,M76,"May 14th, 2007",MXM-II,"256 MB, DDR2, 128 bit",500 MHz,400 MHz,120 / 8 / 4,End-of-life
781,Mobility Radeon HD 2600 XT,ATI,M76,"May 14th, 2007",MXM-II,"256 MB, GDDR3, 128 bit",680 MHz,750 MHz,120 / 8 / 4,End-of-life
782,Mobility Radeon HD 2600 XT Mac Edition,ATI,M76,"Jul 26th, 2007",MXM-II,"256 MB, GDDR3, 128 bit",600 MHz,685 MHz,120 / 8 / 4,End-of-life
783,Mobility Radeon HD 2700,ATI,M76,"Dec 12th, 2007",MXM-II,"256 MB, GDDR3, 128 bit",650 MHz,700 MHz,120 / 8 / 4,End-of-life
784,Mobility Radeon X1600 Mac Edition,ATI,M56,"Nov 8th, 2007",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",398 MHz,396 MHz,12 / 5 / 4 / 4,End-of-life
785,Mobility Radeon X1900,ATI,M68,"Jan 11th, 2007",MXM-III,"256 MB, GDDR3, 256 bit",400 MHz,470 MHz,36 / 8 / 12 / 12,End-of-life
786,Mobility Radeon X2300,ATI,M64,"Mar 1st, 2007",PCIe 1.0 x16,"64 MB, DDR2, 64 bit",479 MHz,392 MHz,4 / 2 / 4 / 4,End-of-life
787,Mobility Radeon X2300,ATI,M64,"Mar 1st, 2007",PCIe 1.0 x16,"128 MB, GDDR3, 64 bit",479 MHz,446 MHz,4 / 2 / 4 / 4,End-of-life
788,Mobility Radeon X2300 HD,ATI,M71,"Mar 1st, 2007",PCIe 1.0 x16,"256 MB, DDR2, 32 bit",479 MHz,378 MHz,4 / 2 / 4 / 4,End-of-life
789,Mobility Radeon X2500,ATI,M66,"Jun 1st, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",460 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
790,Radeon E2400,ATI,RV610,"Jun 28th, 2007",MXM-II,"128 MB, GDDR3, 64 bit",600 MHz,700 MHz,40 / 4 / 4,End-of-life
791,Radeon HD 2350 PRO,ATI,RV610,2007,PCIe 1.0 x16,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,End-of-life
792,Radeon HD 2400 PRO,ATI,RV610,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,End-of-life
793,Radeon HD 2400 PRO AGP,ATI,RV610,"Jun 28th, 2007",AGP 8x,"256 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,End-of-life
794,Radeon HD 2400 PRO PCI,ATI,RV610,"Jun 28th, 2007",PCI,"512 MB, DDR2, 64 bit",525 MHz,400 MHz,40 / 4 / 4,End-of-life
795,Radeon HD 2400 XT,ATI,RV610,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 64 bit",650 MHz,500 MHz,40 / 4 / 4,End-of-life
796,Radeon HD 2600 PRO,ATI,RV630,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",600 MHz,500 MHz,120 / 8 / 4,End-of-life
797,Radeon HD 2600 PRO AGP,ATI,RV630,"Jun 28th, 2007",AGP 8x,"512 MB, DDR2, 128 bit",594 MHz,396 MHz,120 / 8 / 4,End-of-life
798,Radeon HD 2600 XT,ATI,RV630,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",800 MHz,700 MHz,120 / 8 / 4,End-of-life
799,Radeon HD 2600 XT,ATI,RV630,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, GDDR4, 128 bit",800 MHz,1100 MHz,120 / 8 / 4,End-of-life
800,Radeon HD 2600 XT AGP,ATI,RV635,"Jun 28th, 2007",AGP 8x,"256 MB, DDR2, 128 bit",722 MHz,405 MHz,120 / 8 / 4,End-of-life
801,Radeon HD 2600 XT AGP,ATI,RV630,"Jun 28th, 2007",AGP 8x,"256 MB, GDDR3, 128 bit",800 MHz,800 MHz,120 / 8 / 4,End-of-life
802,Radeon HD 2600 XT X2,ATI,RV630,"Jul 26th, 2007",PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",800 MHz,800 MHz,120 / 8 / 4,End-of-life
803,Radeon HD 2900 GT,ATI,R600,"Nov 6th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",601 MHz,800 MHz,240 / 12 / 12,End-of-life
804,Radeon HD 2900 PRO,ATI,R600,"Dec 12th, 2007",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,800 MHz,320 / 16 / 16,End-of-life
805,Radeon HD 2900 XT,ATI,R600,"May 14th, 2007",PCIe 1.0 x16,"512 MB, GDDR3, 512 bit",743 MHz,828 MHz,320 / 16 / 16,End-of-life
806,Radeon HD 2900 XTX,ATI,R600,Never Released,PCIe 1.0 x16,"512 MB, GDDR3, 512 bit",743 MHz,828 MHz,320 / 16 / 16,End-of-life
807,Radeon HD 2950 PRO,ATI,RV670,Never Released,PCIe 2.0 x16,"256 MB, GDDR3, 256 bit",600 MHz,600 MHz,320 / 16 / 16,End-of-life
808,Radeon HD 2950 XTX,ATI,RV670,Never Released,PCIe 2.0 x16,"512 MB, GDDR4, 256 bit",777 MHz,1126 MHz,320 / 16 / 16,End-of-life
809,Radeon HD 3450,ATI,RV620,"Dec 10th, 2007",PCIe 2.0 x16,"256 MB, DDR2, 64 bit",600 MHz,500 MHz,40 / 4 / 4,End-of-life
810,Radeon HD 3450 X2,ATI,RV620,"Dec 10th, 2007",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",600 MHz,500 MHz,40 / 4 / 4,End-of-life
811,Radeon HD 3850,ATI,RV670,"Nov 19th, 2007",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",668 MHz,830 MHz,320 / 16 / 16,End-of-life
812,Radeon HD 3870,ATI,RV670,"Nov 19th, 2007",PCIe 2.0 x16,"512 MB, GDDR4, 256 bit",777 MHz,1126 MHz,320 / 16 / 16,End-of-life
813,Radeon HD 3870 AGP,ATI,RV670,Never Released,AGP 8x,"512 MB, GDDR4, 256 bit",777 MHz,1126 MHz,320 / 16 / 16,End-of-life
814,Radeon X1050 AGP,ATI,RV360,"Nov 25th, 2007",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,203 MHz,4 / 2 / 4 / 4,End-of-life
815,Radeon X1550,ATI,RV515,2007,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
816,Radeon X1550,ATI,RV516,2007,PCIe 1.0 x16,"256 MB, DDR2, 128 bit",550 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
817,Radeon X1550,ATI,RV505,2007,PCIe 1.0 x16,"128 MB, DDR2, 64 bit",500 MHz,333 MHz,4 / 2 / 4 / 4,End-of-life
818,Radeon X1550 AGP,ATI,RV505,2007,AGP 8x,"256 MB, DDR2, 64 bit",600 MHz,330 MHz,4 / 2 / 4 / 4,End-of-life
819,Radeon X1550 PCI,ATI,RV516,2007,PCI,"256 MB, DDR2, 64 bit",452 MHz,266 MHz,4 / 2 / 4 / 4,End-of-life
820,Radeon X1600,ATI,RV516,2007,PCIe 1.0 x16,"512 MB, DDR2, 128 bit",635 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
821,Radeon X1600 PRO AGP,ATI,RV530,"Oct 1st, 2007",AGP 8x,"256 MB, GDDR3, 128 bit",500 MHz,390 MHz,12 / 5 / 4 / 4,End-of-life
822,Radeon X1600 SE,ATI,RV515,2007,PCIe 1.0 x16,"256 MB, DDR, 128 bit",635 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
823,Radeon X1600 XT Dual,ATI,RV530,Never Released,PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",590 MHz,690 MHz,12 / 5 / 4 / 4,End-of-life
824,Radeon X1650,ATI,RV530,"Feb 1st, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
825,Radeon X1650,ATI,RV516,"Nov 20th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",635 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
826,Radeon X1650 AGP,ATI,RV530,"Feb 1st, 2007",AGP 8x,"256 MB, DDR2, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
827,Radeon X1650 GT,ATI,RV560,"May 1st, 2007",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",400 MHz,400 MHz,24 / 8 / 8 / 8,End-of-life
828,Radeon X1650 GTO,ATI,RV530,"Dec 2nd, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",587 MHz,392 MHz,12 / 5 / 4 / 4,End-of-life
829,Radeon X1650 PRO,ATI,RV530,"Feb 1st, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",600 MHz,700 MHz,12 / 5 / 4 / 4,End-of-life
830,Radeon X1650 SE,ATI,RV516,2007,PCIe 1.0 x16,"512 MB, DDR2, 128 bit",635 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
831,Radeon X1650 SE,ATI,RV515,2007,PCIe 1.0 x16,"512 MB, DDR2, 128 bit",635 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
832,Radeon X1700 FSC,ATI,RV535,"Nov 5th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",587 MHz,695 MHz,12 / 5 / 4 / 4,End-of-life
833,Radeon X1700 SE,ATI,RV560,"Nov 30th, 2007",PCIe 1.0 x16,"512 MB, DDR2, 128 bit",500 MHz,500 MHz,24 / 8 / 8 / 8,End-of-life
834,Radeon X1950 GT,ATI,RV570,"Jan 29th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,600 MHz,36 / 8 / 12 / 12,End-of-life
835,Radeon X1950 GT AGP,ATI,RV570,"Feb 10th, 2007",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,600 MHz,36 / 8 / 12 / 12,End-of-life
836,Radeon X1950 PRO DUAL,ATI,RV570,"Jan 10th, 2007",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",575 MHz,690 MHz,36 / 8 / 12 / 12,End-of-life
837,Radeon X1950 XTX Uber Edition,ATI,R580+,"Jan 19th, 2007",PCIe 1.0 x16,"512 MB, GDDR4, 256 bit",670 MHz,1050 MHz,48 / 8 / 16 / 16,End-of-life
838,Radeon X550 XT,ATI,RV410,"Jan 24th, 2007",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",400 MHz,300 MHz,4 / 6 / 4 / 4,End-of-life
839,Radeon X550 XTX,ATI,RV410,"Jan 24th, 2007",PCIe 1.0 x16,"128 MB, DDR, 64 bit",400 MHz,300 MHz,8 / 6 / 8 / 8,End-of-life
840,Radeon X800 GT AGP,ATI,R420,"Nov 8th, 2007",AGP 8x,"256 MB, GDDR3, 256 bit",473 MHz,493 MHz,8 / 6 / 8 / 8,End-of-life
841,Radeon X800 GTO,ATI,R423,"Dec 29th, 2007",PCIe 1.0 x16,"128 MB, DDR, 256 bit",400 MHz,350 MHz,12 / 6 / 12 / 12,End-of-life
842,Radeon X800 GTO AGP,ATI,R420,"Nov 8th, 2007",AGP 8x,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,12 / 6 / 12 / 12,End-of-life
843,Radeon Xpress 1100 IGP,ATI,RC410,"Oct 17th, 2007",PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
844,Radeon Xpress 1150 IGP,ATI,RS482,"Oct 17th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
845,Radeon Xpress 1200 IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
846,Radeon Xpress 1200 IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
847,Radeon Xpress 1200 Mobile IGP,ATI,RS600,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,500 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
848,Radeon Xpress 1200 Mobile IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
849,Radeon Xpress 1250 IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
850,Radeon Xpress 1250 Mobile IGP,ATI,RS600,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,500 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
851,Radeon Xpress 1250 Mobile IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
852,Radeon Xpress 1270 Mobile IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
853,Radeon Xpress 1270 Mobile IGP,ATI,RS690,"Feb 28th, 2007",PCIe 1.0 x16,System Shared,400 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
854,Xbox 360 GPU 80nm,ATI,Xenos Falcon,"Oct 27th, 2007",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,End-of-life
855,All-In-Wonder X1900,ATI,R580,"Jan 13th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,477 MHz,48 / 8 / 16 / 16,End-of-life
856,FireMV 2200,ATI,RV370,2006,PCIe 1.0 x16,"128 MB, DDR, 64 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,End-of-life
857,FireMV 2200 PCI,ATI,RV280,2006,PCI,"64 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
858,Mobility FireGL V5200,ATI,M56,"Feb 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",425 MHz,475 MHz,12 / 5 / 12 / 12,End-of-life
859,Mobility Radeon X1300,ATI,M52,"Jan 19th, 2006",PCIe 1.0 x16,"64 MB, DDR, 64 bit",392 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
860,Mobility Radeon X1350,ATI,M62,"Sep 18th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",419 MHz,392 MHz,4 / 2 / 4 / 4,End-of-life
861,Mobility Radeon X1350,ATI,M62,"Sep 18th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",371 MHz,324 MHz,4 / 2 / 4 / 4,End-of-life
862,Mobility Radeon X1400,ATI,M54,"Jan 19th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 128 bit",445 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
863,Mobility Radeon X1450,ATI,M64,"Sep 18th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 128 bit",550 MHz,450 MHz,4 / 2 / 4 / 4,End-of-life
864,Mobility Radeon X1600,ATI,M56,"Feb 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",450 MHz,470 MHz,12 / 5 / 4 / 4,End-of-life
865,Mobility Radeon X1700,ATI,M66,"Feb 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",475 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
866,Mobility Radeon X1800,ATI,M58,"Mar 1st, 2006",MXM-III,"256 MB, GDDR3, 256 bit",450 MHz,504 MHz,12 / 8 / 12 / 12,End-of-life
867,Mobility Radeon X1800 XT,ATI,M58,"Mar 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",540 MHz,675 MHz,16 / 8 / 16 / 16,End-of-life
868,Radeon X1050,ATI,RV370,"Dec 7th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",400 MHz,333 MHz,4 / 2 / 4 / 4,End-of-life
869,Radeon X1050 AGP,ATI,RV350,"Dec 7th, 2006",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
870,Radeon X1300 CE,ATI,RV505,"Oct 27th, 2006",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",350 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
871,Radeon X1300 PRO,ATI,RV516,"Nov 1st, 2006",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
872,Radeon X1300 XT,ATI,RV530,"Aug 12th, 2006",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
873,Radeon X1300 XT AGP,ATI,RV530,"Aug 12th, 2006",AGP 8x,"256 MB, GDDR3, 128 bit",500 MHz,400 MHz,12 / 5 / 4 / 4,End-of-life
874,Radeon X1650 PRO,ATI,RV535,"Aug 23rd, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",600 MHz,700 MHz,12 / 5 / 4 / 4,End-of-life
875,Radeon X1650 PRO AGP,ATI,RV535,"Oct 15th, 2006",AGP 8x,"256 MB, GDDR3, 128 bit",600 MHz,700 MHz,12 / 5 / 4 / 4,End-of-life
876,Radeon X1650 XT,ATI,RV560,"Oct 30th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",525 MHz,700 MHz,24 / 8 / 8 / 8,End-of-life
877,Radeon X1650 XT AGP,ATI,RV560,"Oct 30th, 2006",AGP 8x,"512 MB, GDDR3, 128 bit",540 MHz,680 MHz,24 / 8 / 8 / 8,End-of-life
878,Radeon X1650 XT Dual,ATI,RV560,"Oct 30th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",525 MHz,700 MHz,24 / 8 / 8 / 8,End-of-life
879,Radeon X1800 GTO,ATI,R520,"Mar 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,495 MHz,12 / 8 / 12 / 12,End-of-life
880,Radeon X1800 GTO2,ATI,R520,"Mar 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,12 / 8 / 12 / 12,End-of-life
881,Radeon X1900 CrossFire Edition,ATI,R580,"Jan 24th, 2006",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",625 MHz,725 MHz,48 / 8 / 16 / 16,End-of-life
882,Radeon X1900 G5 Mac Edition,ATI,R580,"Nov 6th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",575 MHz,600 MHz,36 / 8 / 12 / 12,End-of-life
883,Radeon X1900 GT,ATI,R580,"May 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",575 MHz,600 MHz,36 / 8 / 12 / 12,End-of-life
884,Radeon X1900 XT,ATI,R580,"Jan 24th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",625 MHz,725 MHz,48 / 8 / 16 / 16,End-of-life
885,Radeon X1900 XTX,ATI,R580,"Jan 24th, 2006",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,775 MHz,48 / 8 / 16 / 16,End-of-life
886,Radeon X1950 CrossFire Edition,ATI,R580+,"Sep 10th, 2006",PCIe 1.0 x16,"512 MB, GDDR4, 256 bit",650 MHz,1000 MHz,48 / 8 / 16 / 16,End-of-life
887,Radeon X1950 PRO,ATI,RV570,"Oct 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",575 MHz,690 MHz,36 / 8 / 12 / 12,End-of-life
888,Radeon X1950 PRO AGP,ATI,RV570,"Oct 25th, 2006",AGP 8x,"512 MB, GDDR3, 256 bit",575 MHz,690 MHz,36 / 8 / 12 / 12,End-of-life
889,Radeon X1950 XT,ATI,R580+,"Oct 17th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",625 MHz,900 MHz,48 / 8 / 16 / 16,End-of-life
890,Radeon X1950 XT AGP,ATI,R580+,"Oct 17th, 2006",AGP 8x,"256 MB, GDDR3, 256 bit",625 MHz,703 MHz,48 / 8 / 16 / 16,End-of-life
891,Radeon X1950 XTX,ATI,R580+,"Oct 17th, 2006",PCIe 1.0 x16,"512 MB, GDDR4, 256 bit",650 MHz,1000 MHz,48 / 8 / 16 / 16,End-of-life
892,Radeon X300 SE HyperMemory,ATI,RV370,"Oct 25th, 2006",PCIe 1.0 x16,"128 MB, DDR, 64 bit",325 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
893,Radeon X850 CrossFire Edition,ATI,R480,"Sep 10th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,16 / 6 / 16 / 16,End-of-life
894,Radeon Xpress 1100 Mobile IGP,ATI,RS485,"May 23rd, 2006",PCIe 1.0 x16,System Shared,400 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
895,Radeon Xpress 1150 Mobile IGP,ATI,RS485,"May 23rd, 2006",PCIe 1.0 x16,System Shared,400 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
896,Wii GPU,ATI,Hollywood,"Nov 19th, 2006",IGP,"64 MB, GDDR3, 64 bit",243 MHz,243 MHz,4 / 1 / 4 / 4,End-of-life
897,All-In-Wonder 2006 AGP Edition,ATI,RV350,"Apr 29th, 2005",AGP 8x,"256 MB, DDR, 128 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,End-of-life
898,All-In-Wonder 2006 PCIe Edition,ATI,RV515,"Dec 22nd, 2005",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",450 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
899,All-In-Wonder X1800 XL,ATI,R520,"Oct 27th, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 8 / 16 / 16,End-of-life
900,All-In-Wonder X600 PRO,ATI,RV370,"Jul 1st, 2005",PCIe 1.0 x16,"256 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
901,All-In-Wonder X800 SE,ATI,R420,"Apr 27th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",425 MHz,400 MHz,8 / 6 / 8 / 8,End-of-life
902,All-In-Wonder X800 VE,ATI,R420,"Apr 27th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",425 MHz,400 MHz,8 / 6 / 8 / 8,End-of-life
903,All-In-Wonder X800 XL,ATI,R430,"Jan 21st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,16 / 6 / 16 / 16,End-of-life
904,FireGL V3300,ATI,RV515,"Oct 1st, 2005",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
905,FireGL V3350,ATI,RV515,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
906,FireGL V3400,ATI,RV530,"Oct 1st, 2005",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",500 MHz,500 MHz,12 / 5 / 4 / 4,End-of-life
907,FireGL V5200,ATI,RV530,"Oct 1st, 2005",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",600 MHz,700 MHz,12 / 5 / 4 / 4,End-of-life
908,FireGL V7200,ATI,R520,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",600 MHz,650 MHz,16 / 8 / 16 / 16,End-of-life
909,FireGL V7300,ATI,R520,"Oct 1st, 2005",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",594 MHz,648 MHz,16 / 8 / 16 / 16,End-of-life
910,FireGL V7350,ATI,R520,"Oct 1st, 2005",PCIe 1.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,650 MHz,16 / 8 / 16 / 16,End-of-life
911,Mobility FireGL V5000,ATI,M26,"Feb 3rd, 2005",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",350 MHz,425 MHz,8 / 6 / 8 / 8,End-of-life
912,Mobility Radeon X300,ATI,M22,"Nov 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 64 bit",350 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
913,Mobility Radeon X300 IGP,ATI,RS480,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
914,Mobility Radeon X700,ATI,M26,"Mar 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,300 MHz,8 / 6 / 8 / 4,End-of-life
915,Mobility Radeon X700 XL,ATI,M26,"Mar 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,330 MHz,8 / 6 / 8 / 4,End-of-life
916,Mobility Radeon X800 XT,ATI,M28,"Jun 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",480 MHz,550 MHz,16 / 6 / 16 / 16,End-of-life
917,Radeon 9550 XT,ATI,RV350,"May 4th, 2005",AGP 8x,"128 MB, DDR, 128 bit",425 MHz,325 MHz,4 / 2 / 4 / 4,End-of-life
918,Radeon X1300,ATI,RV516,"Oct 5th, 2005",PCIe 1.0 x16,"128 MB, DDR, 128 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
919,Radeon X1300,ATI,RV515,"Dec 1st, 2005",PCIe 1.0 x16,"256 MB, DDR, 128 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
920,Radeon X1300 AGP,ATI,RV515,"Dec 1st, 2005",AGP 8x,"256 MB, DDR, 128 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
921,Radeon X1300 LE,ATI,RV515,"Oct 5th, 2005",PCIe 1.0 x16,"64 MB, DDR, 64 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
922,Radeon X1300 PCI,ATI,RV515,"Oct 5th, 2005",PCI,"128 MB, DDR, 128 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
923,Radeon X1300 PCI,ATI,RV516,"Oct 5th, 2005",PCI,"128 MB, DDR2, 64 bit",450 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
924,Radeon X1300 PRO,ATI,RV515,"Oct 1st, 2005",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
925,Radeon X1300 PRO AGP,ATI,RV515,"Oct 1st, 2005",AGP 8x,"256 MB, DDR, 128 bit",600 MHz,400 MHz,4 / 2 / 4 / 4,End-of-life
926,Radeon X1600 PRO,ATI,RV530,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",500 MHz,390 MHz,12 / 5 / 4 / 4,End-of-life
927,Radeon X1600 XT,ATI,RV530,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",590 MHz,690 MHz,12 / 5 / 4 / 4,End-of-life
928,Radeon X1800 CrossFire Edition,ATI,R520,"Dec 20th, 2005",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,700 MHz,16 / 8 / 16 / 16,End-of-life
929,Radeon X1800 XL,ATI,R520,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 8 / 16 / 16,End-of-life
