id,game,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
3370,Nova Lands: Emilia's Mission,2022,689,"1,443",34,34,92.40%
3371,Symphony of War: The Nephilim Saga,2022,4383,"6,906",325,325,92.37%
3372,Judgment,2022,5606,"4,129",169,169,92.36%
3373,Strange Horticulture,2022,1356,"6,322",294,294,92.33%
3374,BABBDI,2022,117,"1,387",33,33,92.31%
3375,POPGOES Arcade,2022,258,"1,062",20,20,92.28%
3376,Cult of the Lamb,2022,61780,"44,731","2,859","2,859",92.27%
3377,The Upturned,2022,38,611,4,4,92.21%
3378,SANABI,2022,415,"2,419",85,85,92.19%
3379,Animal Revolt Battle Simulator,2022,1091,"3,915",166,166,92.17%
3380,BROK the InvestiGator,2022,223,717,8,8,92.17%
3381,daydream 白日夢,2022,41,678,7,7,92.12%
3382,10 Minutes Till Dawn,2022,3444,"4,126",181,181,92.11%
3383,Shadows Over Loathing,2022,3077,"2,021",67,67,92.11%
3384,Bendy and the Dark Revival,2022,5703,"7,013",356,356,92.07%
3385,Spark the Electric Jester 3,2022,239,"1,104",25,25,92.03%
3386,Pentiment,2022,1250,"2,769",109,109,92.01%
3387,The Past Within,2022,11642,"9,192",501,501,92.00%
3388,Disney Dreamlight Valley,2022,14314,"10,603",595,595,91.99%
3389,FAITH,2022,693,"2,717",107,107,91.99%
3390,Spaceflight Simulator,2022,469,"2,681",105,105,91.99%
3391,时间切片：序章,2022,196,"1,377",38,38,91.99%
3392,The Stanley Parable: Ultra Deluxe,2022,13802,"18,935","1,165","1,165",91.96%
3393,Lily's Well,2022,140,"1,368",38,38,91.96%
3394,Super Lesbian Animal RPG,2022,119,558,4,4,91.96%
3395,Love Delivery,2022,546,"2,029",72,72,91.92%
3396,Resonance of the Ocean,2022,29,810,14,14,91.90%
3397,Insomnia: Theater in the Head,2022,80,"1,030",24,24,91.85%
3398,Sudocats,2022,37,573,6,6,91.75%
3399,Warsim: The Realm of Aslona,2022,263,"1,120",30,30,91.71%
3400,Klonoa Phantasy Reverie Series,2022,753,"1,198",34,34,91.70%
3401,Not For Broadcast,2022,864,"8,726",504,504,91.69%
3402,Ever Seen A Cat?,2022,15,504,4,4,91.67%
3403,Zodiacats,2022,37,446,2,2,91.67%
3404,Leap of Faith,2022,505,"1,240",37,37,91.63%
3405,Teenage Mutant Ninja Turtles: Shredder's Revenge,2022,11933,"10,391",631,631,91.59%
3406,A Taste of the Past,2022,47,848,19,19,91.57%
3407,恋爱绮谭 不存在的真相,2022,437,"1,356",45,45,91.51%
3408,Capybara Spa,2022,188,"1,020",28,28,91.50%
3409,所向之未来 - Towards Future,2022,28,474,4,4,91.49%
3410,Marvel's Spider-Man: Miles Morales,2022,13539,"14,033",909,909,91.48%
3411,Dungeon Alchemist,2022,1181,"1,514",54,54,91.47%
3412,Lost Judgment,2022,2269,"2,720",125,125,91.45%
3413,Roadwarden,2022,622,"1,717",66,66,91.44%
3414,Card Survival: Tropical Island,2022,2144,"1,256",41,41,91.43%
3415,Sonic Frontiers,2022,19181,"15,493","1,031","1,031",91.41%
3416,Magical Girl Celesphonia,2022,1583,"1,503",55,55,91.39%
3417,The Complex: Found Footage,2022,235,"5,019",279,279,91.35%
3418,Tribal Hunter,2022,270,"1,039",31,31,91.34%
3419,Last Command,2022,422,"1,283",44,44,91.33%
3420,Lunistice,2022,104,825,21,21,91.27%
3421,Ember Knights,2022,1039,"1,975",86,86,91.22%
3422,Turbo Overkill,2022,314,"1,690",70,70,91.17%
3423,Treasure of Nadia,2022,1699,"4,295",241,241,91.14%
3424,Acquitted,2022,137,758,19,19,91.14%
3425,Cave Crawler,2022,107,"2,480",120,120,91.13%
3426,Prodeus,2022,716,"4,828",280,280,91.11%
3427,ELDEN RING,2022,953426,"609,072","54,122","54,122",91.10%
3428,My Sticker Book,2022,27,767,20,20,91.09%
3429,Cut,2022,19,972,31,31,91.05%
3430,The Legend of Heroes: Trails from Zero,2022,817,616,13,13,91.05%
3431,Baldi's Basics Classic Remastered,2022,847,"4,128",235,235,91.03%
3432,DEATH STRANDING DIRECTOR'S CUT,2022,6093,"14,835","1,052","1,052",91.02%
3433,14 Minesweeper Variants,2022,346,427,5,5,90.99%
3434,Wylde Flowers,2022,653,747,20,20,90.98%
3435,Seal World,2022,14,344,2,2,90.93%
3436,Super Kiwi 64,2022,94,745,21,21,90.86%
3437,Melatonin,2022,314,"2,018",98,98,90.84%
3438,瘟疫清零计划 Project Zero,2022,1172,"2,326",119,119,90.82%
3439,Hook 2,2022,59,429,6,6,90.82%
3440,Freedom Planet 2,2022,964,"1,128",43,43,90.81%
3441,Her New Memory,2022,261,"3,186",179,179,90.80%
3442,How Fish Is Made,2022,96,"2,078",103,103,90.80%
3443,Flatworld,2022,442,735,21,21,90.80%
3444,click to ten,2022,49,"2,161",109,109,90.78%
3445,Lunacid,2022,547,"1,321",55,55,90.78%
3446,One-armed cook,2022,2408,"9,986",704,704,90.76%
3447,Gun Devil,2022,106,857,28,28,90.76%
3448,奇怪的RPG,2022,1160,"2,907",163,163,90.71%
3449,暖雪 Warm Snow,2022,44702,"24,307","1,916","1,916",90.70%
3450,TYRONE vs COPS,2022,70,"1,626",76,76,90.69%
3451,《文字遊戲》,2022,4105,"4,705",297,297,90.67%
3452,Garden Galaxy,2022,415,536,12,12,90.65%
3453,Linelith,2022,65,385,5,5,90.64%
3454,Shredders,2022,697,"1,544",72,72,90.62%
3455,Railbound,2022,365,775,25,25,90.61%
3456,Kiwi Clicker,2022,1320,773,25,25,90.60%
3457,梦魇：无归 Nightmare without return,2022,300,544,13,13,90.56%
3458,Shadow Burglar,2022,36,581,15,15,90.55%
3459,Fear & Hunger 2: Termina,2022,411,"1,035",41,41,90.54%
3460,20 Minutes Till Dawn,2022,12953,"18,327","1,443","1,443",90.53%
3461,Citizen Sleeper,2022,570,"3,066",181,181,90.53%
3462,The Lost Dachshund,2022,28,480,10,10,90.53%
3463,Her World,2022,137,349,4,4,90.52%
3464,Error143,2022,494,"1,574",76,76,90.51%
3465,Yoiyami Dancers: Twilight Danmaku Dancers,2022,77,320,3,3,90.46%
3466,Five nights at Floppa,2022,40,910,35,35,90.41%
3467,Urbek City Builder: Prologue,2022,475,"1,405",67,67,90.39%
3468,JellyCar Worlds,2022,97,333,4,4,90.36%
3469,Weed Shop 3,2022,2551,"2,828",170,170,90.35%
3470,HYPER DEMON,2022,365,"1,541",77,77,90.35%
3471,Deadeye Deepfake Simulacrum,2022,45,286,2,2,90.35%
3472,Little Noah: Scion of Paradise,2022,1478,"1,226",56,56,90.34%
3473,Rock Life: The Rock Simulator,2022,515,"1,506",75,75,90.33%
3474,Endling - Extinction is Forever,2022,232,810,30,30,90.31%
3475,I Frog-ot,2022,25,325,4,4,90.27%
3476,CaseCracker,2022,638,"1,685",89,89,90.25%
3477,けものフレンズ Cellien May Cry,2022,302,664,22,22,90.24%
3478,TUNIC,2022,2501,"7,786",580,580,90.23%
3479,Iron Lung,2022,172,"5,091",356,356,90.20%
3480,Atelier Sophie 2: The Alchemist of the Mysterious Dream,2022,3622,"1,608",85,85,90.18%
3481,打工吧！天使酱 ~天使在魔界的劳改生活~,2022,40,293,3,3,90.16%
3482,Rogue: Genesia ,2022,5178,"4,007",271,271,90.14%
3483,Nightmare Reaper,2022,1159,"2,740",171,171,90.13%
3484,Pulling No Punches,2022,122,415,9,9,90.13%
3485,Gloomwood,2022,1939,"3,109",200,200,90.12%
3486,The Spirit and the Mouse,2022,57,310,4,4,90.10%
3487,her tears were my light,2022,5,216,0,0,90.10%
3488,Seraph's Last Stand,2022,771,"2,760",174,174,90.09%
3489,Potion Craft: Alchemist Simulator,2022,10161,"18,485","1,561","1,561",90.07%
3490,Countryball: Europe 1890,2022,56,261,2,2,90.05%
3491,Kalinur,2022,44,405,9,9,90.04%
3492,Ex-Zodiac,2022,90,439,11,11,90.00%
3493,LEGO® Star Wars™: The Skywalker Saga,2022,82517,"33,926","3,049","3,049",89.99%
3494,Jaded,2022,73,506,15,15,89.96%
3495,常轨脱离Creative,2022,184,453,12,12,89.96%
3496,The Last Clockwinder,2022,64,359,7,7,89.96%
3497,The Zachtronics Solitaire Collection,2022,128,339,6,6,89.96%
3498,IronWolf VR,2022,45,979,45,45,89.95%
3499,Ravenous Devils,2022,2415,"5,347",395,395,89.94%
3500,Quaver,2022,891,"10,919",891,891,89.93%
3501,GNOSIA,2022,1140,"1,821",107,107,89.89%
3502,Return to Monkey Island,2022,15539,"6,639",513,513,89.87%
3503,东方秘剑录,2022,55,575,20,20,89.83%
3504,Hush Hush - Only Your Love Can Save Them,2022,512,731,30,30,89.81%
3505,DRAINUS,2022,194,605,22,22,89.81%
3506,Moss: Book II,2022,64,243,2,2,89.81%
3507,Ever Seen A Cat? 2,2022,20,285,4,4,89.79%
3508,Shotgun King: The Final Checkmate,2022,769,"3,437",241,241,89.78%
3509,Kena: Bridge of Spirits,2022,2643,"7,411",593,593,89.74%
3510,Hana no No ni Saku Utakata no,2022,238,395,10,10,89.74%
3511,Last Call BBS,2022,770,734,31,31,89.72%
3512,Kinkoi Golden Time,2022,328,357,8,8,89.72%
3513,Shinobi Warfare,2022,209,"1,173",62,62,89.70%
3514,Hatsune Miku: Project DIVA Mega Mix+,2022,2730,"9,189",766,766,89.66%
3515,Instruments of Destruction,2022,335,724,31,31,89.65%
3516,Lucy Dreaming,2022,49,210,1,1,89.65%
3517,Core Keeper,2022,34508,"21,328","1,942","1,942",89.64%
3518,SuperTux,2022,82,646,26,26,89.63%
3519,Escape Dungeon 2,2022,868,"1,182",64,64,89.62%
3520,Priest Simulator,2022,238,503,17,17,89.62%
3521,DOUKYUUSEI,2022,1325,"1,164",63,63,89.59%
3522,Havsala: Into the Soul Palace,2022,170,466,15,15,89.58%
3523,The Testing Chamber,2022,23,465,15,15,89.57%
3524,Captain of Industry,2022,6135,"2,890",204,204,89.55%
3525,Monument Valley 2,2022,105,783,36,36,89.55%
3526,ナツノカナタ,2022,296,636,26,26,89.55%
3527,Freshly Frosted,2022,43,224,2,2,89.52%
3528,Shattered Pixel Dungeon,2022,336,784,37,37,89.46%
3529,Owinka Shooter,2022,44,593,24,24,89.45%
3530,Vault of the Void,2022,1003,"1,984",131,131,89.44%
3531,旅行こいし: デスクトップ少女 ~ Koishi Navigation Desktop Youkai,2022,482,544,21,21,89.42%
3532,Touch Some Grass,2022,23,495,18,18,89.39%
3533,Robin Morningwood Adventure,2022,140,410,13,13,89.33%
3534,Breadsticks,2022,34,360,10,10,89.33%
3535,怕不怕趴喵霸霸 Ghost Party Nyanbaba,2022,14,232,3,3,89.32%
3536,Tree Simulator 2023,2022,160,576,24,24,89.30%
3537,Choo-Choo Charles,2022,4058,"9,966",885,885,89.29%
3538,Bio Prototype,2022,1984,922,49,49,89.29%
3539,A=B,2022,280,485,18,18,89.29%
3540,A Plague Tale: Requiem,2022,4927,"8,151",710,710,89.27%
3541,Serious Sam: Siberian Mayhem,2022,1765,"3,032",227,227,89.27%
3542,Soda Crisis,2022,1631,"2,340",166,166,89.26%
3543,Growing My Grandpa!,2022,25,227,3,3,89.23%
3544,Depersonalization,2022,3044,"2,639",195,195,89.18%
3545,FAR: Changing Tides,2022,989,"2,346",170,170,89.15%
3546,Choice of Life: Middle Ages 2,2022,261,410,14,14,89.15%
3547,Charlie in the MoistVerse of Madness,2022,63,327,9,9,89.11%
3548,McPixel 3,2022,99,358,11,11,89.09%
3549,Tag: The Power of Paint,2022,77,509,21,21,89.08%
3550,Paradise Marsh,2022,43,218,3,3,89.08%
3551,fox soldier,2022,43,198,2,2,89.07%
3552,FIND ALL 2: Middle Ages,2022,24,177,1,1,89.07%
3553,The Death | Thần Trùng,2022,2894,"2,559",192,192,89.06%
3554,The Night of the Scissors,2022,11,254,5,5,89.06%
3555,Ten Trials of Babel: The Doppelganger Maze,2022,642,"2,770",212,212,89.03%
3556,Who's Lila?,2022,87,905,51,51,89.01%
3557,I'm on Observation Duty 5,2022,244,413,15,15,89.00%
3558,Evil Nun: The Broken Mask,2022,132,543,24,24,88.98%
3559,Ukraine Defense Force Tactics,2022,40,192,2,2,88.96%
3560,Tinyfolks,2022,436,780,42,42,88.94%
3561,Breeze,2022,35,331,10,10,88.94%
3562,HAYAI,2022,34,191,2,2,88.94%
3563,Smithworks,2022,604,"1,448",97,97,88.93%
3564,Beeny,2022,11,228,4,4,88.92%
3565,Little Witch in the Woods,2022,4358,"5,472",479,479,88.89%
3566,PAC-MAN WORLD Re-PAC,2022,313,587,28,28,88.87%
3567,Ever Seen A Cat? 3,2022,23,144,0,0,88.82%
3568,Aonatsu Line,2022,415,594,29,29,88.81%
3569,Yotsume God -Reunion-,2022,82,222,4,4,88.81%
3570,Endoparasitic,2022,430,"1,555",109,109,88.79%
3571,Stay Out of the House,2022,191,669,35,35,88.78%
3572,Rollerdrome,2022,542,"1,124",72,72,88.77%
3573,We Were Here Forever,2022,8390,"8,355",789,789,88.72%
3574,The one who pulls out the sword will be crowned king,2022,2247,"6,916",639,639,88.72%
3575,Prince of Suburbia - Part 1,2022,429,"1,091",70,70,88.72%
3576,Pupperazzi,2022,100,346,12,12,88.71%
3577,Wicked Games,2022,13,180,2,2,88.71%
3578,Tile Cities,2022,167,404,16,16,88.70%
3579,Sunset Routes,2022,155,266,7,7,88.68%
3580,イハナシの魔女,2022,22,197,3,3,88.67%
3581,Islets,2022,127,429,18,18,88.66%
3582,角斗士学院,2022,42,342,12,12,88.65%
3583,花落冬陽 Snowdreams -lost in winter-,2022,95,228,5,5,88.59%
3584,The Divine Speaker,2022,133,192,3,3,88.57%
3585,Banana Shooter,2022,1768,"7,175",680,680,88.56%
3586,Betrayal At Club Low,2022,52,275,8,8,88.56%
3587,Coral Island,2022,7487,"5,408",496,496,88.55%
3588,Athanasy,2022,29,290,9,9,88.55%
3589,VOCÊ É UM DEFUNTO MECÂNICO,2022,10,319,11,11,88.53%
3590,A Story Beside,2022,20,206,4,4,88.49%
3591,Ninja Village,2022,254,206,4,4,88.49%
3592,Mega Serval,2022,20,170,2,2,88.49%
3593,Gerda: A Flame in Winter,2022,44,169,2,2,88.46%
3594,The Excavation of Hob's Barrow,2022,233,963,63,63,88.42%
3595,群侠传，启动！,2022,548,568,30,30,88.42%
3596,What Lies in the Multiverse,2022,48,383,16,16,88.42%
3597,Void Sols,2022,32,219,5,5,88.41%
3598,Rogue Legacy 2,2022,22811,"11,375","1,156","1,156",88.39%
3599,The Sushi Spinnery,2022,227,234,6,6,88.39%
3600,Before The Night,2022,51,310,11,11,88.38%
3601,100 hidden fish,2022,24,265,8,8,88.38%
3602,Chasing Sunsets,2022,203,447,21,21,88.37%
3603,奇迹一刻 Surmount,2022,557,"1,250",90,90,88.33%
3604,Your Blight,2022,70,181,3,3,88.32%
3605,Chained Echoes,2022,2212,"2,966",258,258,88.31%
3606,Potato Flowers in Full Bloom,2022,272,305,11,11,88.30%
3607,Across the Obelisk,2022,14037,"6,898",675,675,88.29%
3608,Soulstone Survivors,2022,18854,"9,391",954,954,88.26%
3609,Just Go,2022,697,"1,557",120,120,88.26%
3610,Infernax,2022,645,"1,238",90,90,88.26%
3611,Donut Dodo,2022,19,142,1,1,88.26%
3612,Gunner  HEAT  PC!,2022,981,"2,075",171,171,88.23%
3613,Magic Rampage,2022,314,741,46,46,88.23%
3614,Hidden Cats in London,2022,16,141,1,1,88.23%
3615,Please Be Happy,2022,72,159,2,2,88.22%
3616,Dark Egg,2022,38,193,4,4,88.21%
3617,The Mortuary Assistant,2022,1399,"3,760",346,346,88.18%
3618,Alina of the Arena,2022,1636,"2,636",230,230,88.15%
3619,The Entropy Centre,2022,615,"1,481",115,115,88.15%
3620,Taiji,2022,733,651,39,39,88.15%
3621,Bone's Cafe,2022,64,173,3,3,88.13%
3622,Potato Survival,2022,23,137,1,1,88.12%
3623,NORCO,2022,120,"1,364",105,105,88.08%
3624,Stardom 3 Deluxe,2022,2191,991,70,70,88.07%
3625,Football Coach: College Dynasty,2022,220,249,8,8,88.07%
3626,Trapped with Jester,2022,15,398,19,19,88.06%
3627,King of the Hat,2022,27,135,1,1,88.06%
3628,NEBULOUS: Fleet Command,2022,1133,"1,706",139,139,88.05%
3629,Epic Battle Fantasy Collection,2022,219,216,6,6,88.01%
3630,Orc Massage,2022,1723,"4,994",489,489,88.00%
3631,Cats and the Other Lives,2022,113,647,40,40,88.00%
3632,Chessformer,2022,29,133,1,1,88.00%
3633,Miss Neko 3,2022,388,"1,323",103,103,87.97%
3634,The Legend of Heroes: Kuro no Kiseki,2022,2120,976,70,70,87.97%
3635,Circadian Dice,2022,360,429,22,22,87.96%
3636,Nobody Saves the World,2022,3517,"3,710",352,352,87.95%
3637,Burnhouse Lane,2022,133,451,24,24,87.92%
3638,Bakso Simulator,2022,1204,"1,177",90,90,87.90%
3639,Card Shark,2022,1017,"1,700",142,142,87.89%
3640,Mago,2022,115,484,27,27,87.88%
3641,Fishing Vacation,2022,9,129,1,1,87.88%
3642,Ctrl Alt Ego,2022,37,294,12,12,87.86%
3643,Dome Keeper,2022,6883,"5,828",593,593,87.85%
3644,Golden Light,2022,160,"1,982",172,172,87.85%
3645,Crystal Project,2022,825,"1,392",112,112,87.85%
3646,APICO,2022,645,719,48,48,87.82%
3647,JUSTICE SUCKS,2022,30,127,1,1,87.82%
3648,7 Days to End with You,2022,628,827,58,58,87.81%
3649,東方花映塚 ～ Phantasmagoria of Flower View.,2022,134,161,3,3,87.81%
3650,The Forest of Drizzling Rain,2022,134,161,3,3,87.81%
3651,Syberia - The World Before,2022,1302,"2,286",205,205,87.80%
3652,Dimension Tripper Neptune: TOP NEP,2022,58,368,18,18,87.80%
3653,Mad Adventures,2022,647,813,57,57,87.79%
3654,100 hidden turtles,2022,8,176,4,4,87.79%
3655,100 hidden hares,2022,8,143,2,2,87.77%
3656,You Will (Not) Remain,2022,137,"1,805",156,156,87.75%
3657,PomoFarm,2022,92,174,4,4,87.73%
3658,Occupy White Walls,2022,163,"1,136",89,89,87.71%
3659,The Price Of Flesh,2022,178,259,10,10,87.70%
3660,Mr. Rainer's Solve-It Service,2022,79,188,5,5,87.70%
3661,ZERO Sievert,2022,6136,"5,876",612,612,87.68%
3662,PRODUCER (2021),2022,10,104,0,0,87.68%
3663,NEO: The World Ends with You,2022,258,444,25,25,87.66%
3664,The Heilwald Loophole,2022,11,139,2,2,87.65%
3665,NEKO-MIMI SWEET HOUSEMATES Vol. 1,2022,61,214,7,7,87.62%
3666,Banana Drama,2022,48,199,6,6,87.61%
3667,Medieval Fantasy Survival Simulator,2022,9,227,8,8,87.60%
3668,Backpack Hero,2022,3627,"2,855",274,274,87.59%
3669,Jack Move: I.C.E Breaker,2022,332,519,32,32,87.59%
3670,Buck Up And Drive!,2022,83,508,31,31,87.59%
3671,Prose & Codes,2022,22,120,1,1,87.59%
3672,Polda 7,2022,618,541,34,34,87.58%
3673,CRISIS CORE –FINAL FANTASY VII– REUNION,2022,9648,"3,515",350,350,87.54%
3674,The Neverland of the Mountain and Sea,2022,45,167,4,4,87.54%
3675,יום פתוח,2022,41,100,0,0,87.54%
3676,Psycho地雷InLove : 싸이코지라이 인 러브,2022,30,210,7,7,87.53%
3677,FINAL FANTASY VII REMAKE INTERGRADE,2022,13803,"12,817","1,464","1,464",87.52%
3678,Perfect Tides,2022,31,151,3,3,87.52%
3679,Different Strokes,2022,156,811,60,60,87.50%
3680,Hardspace: Shipbreaker,2022,7731,"14,336","1,657","1,657",87.49%
3681,镇邪 Zhenxie,2022,2379,"1,978",181,181,87.49%
3682,Nightmare Frames,2022,25,150,3,3,87.49%
3683,Tina & Rook! Cookie Quest!,2022,16,134,2,2,87.49%
3684,Hell Pie,2022,276,662,46,46,87.47%
3685,Bear and Breakfast,2022,3027,"3,071",303,303,87.46%
3686,Arcadie: Second-Born,2022,240,207,7,7,87.45%
3687,Gordian Quest,2022,1913,"4,529",472,472,87.44%
3688,Fashion Police Squad,2022,142,517,33,33,87.42%
3689,Once Again,2022,32,473,29,29,87.42%
3690,Madohi Shiroki no Kamikakushi,2022,210,297,14,14,87.42%
3691,Hooked on You: A Dead by Daylight Dating Sim™,2022,4382,"4,715",496,496,87.40%
3692,山：临界幸存者,2022,138,355,19,19,87.38%
3693,MareQuest,2022,46,231,9,9,87.38%
3694,白色哀悼：灰域美术馆,2022,33,176,5,5,87.38%
3695,Blood West,2022,250,"1,420",124,124,87.37%
3696,Haiku  the Robot,2022,410,"1,352",117,117,87.36%
3697,Tumbleweed Destiny,2022,429,306,15,15,87.36%
3698,Time Thief,2022,12,161,4,4,87.36%
3699,幻恋の夜宴: ハルーシサノバこいし ~ Halluci-Sabbat of Koishi,2022,51,216,8,8,87.34%
3700,ヘブンバーンズレッド,2022,20201,"2,307",222,222,87.33%
3701,The Monster Breeder,2022,81,94,0,0,87.31%
3702,Re-Volt,2022,250,830,64,64,87.30%
3703,李雷和韩梅梅,2022,88,397,23,23,87.30%
3704,Deadlink,2022,270,788,60,60,87.29%
3705,Hidden Cats in Paris,2022,11,253,11,11,87.29%
3706,Otome * Domain,2022,92,187,6,6,87.29%
3707,Trash Horror Collection,2022,19,277,13,13,87.27%
3708,Socialism Simulator,2022,17,172,5,5,87.26%
3709,Orb of Creation,2022,1152,683,50,50,87.25%
3710,Terror of Hemasaurus,2022,170,426,26,26,87.23%
3711,Police Stories: The Academy,2022,282,801,62,62,87.22%
3712,そろそろ寿司を食べないと死ぬぜ！,2022,28,126,2,2,87.22%
3713,TOMOMI,2022,15,92,0,0,87.22%
3714,DEEP FOG,2022,17,92,0,0,87.22%
3715,Urbek City Builder,2022,665,889,71,71,87.21%
3716,嗜血印 Bloody Spell,2022,7267,"25,909","3,215","3,215",87.20%
3717,Hatsune Miku Logic Paint S,2022,237,522,35,35,87.20%
3718,Cosmonious High,2022,80,184,6,6,87.20%
3719,Trimps,2022,3865,766,59,59,87.18%
3720,SpiderHeck,2022,3011,"2,648",266,266,87.17%
3721,TimeShifters,2022,15,108,1,1,87.16%
3722,Sakura Hime 3,2022,88,247,11,11,87.15%
3723,Space Beast Terror Fright,2022,149,"1,362",122,122,87.14%
3724,V Rising,2022,150645,"54,573","7,093","7,093",87.11%
3725,Rush Rally 3,2022,59,194,7,7,87.11%
3726,からぱりうぉーず,2022,90,167,5,5,87.11%
3727,FUCK HITLER,2022,204,"2,634",267,267,87.10%
3728,FUCK PUTIN,2022,246,"4,907",539,539,87.09%
3729,Karambola,2022,16,218,9,9,87.06%
3730,Memory Lost: Chapter One,2022,4299,165,5,5,87.05%
3731,The Wandering Village,2022,5786,"3,076",321,321,87.04%
3732,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,2022,4888,"9,634","1,137","1,137",87.03%
3733,Ballads at Midnight,2022,31,217,9,9,87.03%
3734,Galaxy Life,2022,4741,"5,072",565,565,87.01%
3735,咸鱼喵喵,2022,510,650,49,49,87.01%
3736,Garden of the Sea,2022,72,528,37,37,87.00%
3737,Jabroni Brawl: Episode 3,2022,651,"1,052",91,91,86.99%
3738,Sail Forth,2022,170,288,15,15,86.99%
3739,幸福的二人房,2022,670,"1,690",162,162,86.97%
3740,OlliOlli World,2022,403,"1,057",92,92,86.96%
3741,Astral Ascent,2022,382,935,79,79,86.96%
3742,Pewt 'em Up!,2022,44,134,3,3,86.96%
3743,Chicken Invaders Universe,2022,420,"2,053",204,204,86.95%
3744,Tap Ninja,2022,3387,"4,614",513,513,86.94%
3745,SCP : Secret Files,2022,927,"2,793",292,292,86.93%
3746,The Longest Walk,2022,11,273,14,14,86.92%
3747,Space Tail: Lost in the Sands,2022,77,161,5,5,86.92%
3748,CrushBorgs,2022,18,118,2,2,86.92%
3749,King of Retail,2022,1079,"2,755",288,288,86.91%
3750,Prognostic,2022,43,352,21,21,86.91%
3751,Retro Gadgets,2022,124,186,7,7,86.88%
3752,Neighbor Fight,2022,24,117,2,2,86.88%
3753,Wee Tanks!,2022,97,271,14,14,86.87%
3754,Mount & Blade II: Bannerlord,2022,248216,"192,573","26,841","26,841",86.84%
3755,Knightfall: A Daring Journey,2022,3328,"4,963",563,563,86.84%
3756,RUNGORE: Beginner Experience,2022,862,684,54,54,86.84%
3757,Tandis,2022,40,116,2,2,86.84%
3758,RUN: The world in-between,2022,78,116,2,2,86.84%
3759,Duck Paradox,2022,48,222,10,10,86.83%
3760,Shirone: the Dragon Girl,2022,27,83,0,0,86.83%
3761,As Dusk Falls,2022,300,"1,477",141,141,86.82%
3762,Sakura Hime 2,2022,150,653,51,51,86.82%
3763,Touhou Crisis,2022,10,184,7,7,86.82%
3764,Dread Delusion,2022,117,563,42,42,86.80%
3765,Oxygen: First Breath,2022,968,"1,167",107,107,86.77%
3766,UNCHARTED™: Legacy of Thieves Collection,2022,10851,"11,037","1,357","1,357",86.76%
3767,Crypt,2022,234,958,84,84,86.76%
3768,VenusBlood HOLLOW International,2022,343,207,9,9,86.76%
3769,Sekai to Sekai no Mannaka de,2022,70,156,5,5,86.76%
3770,Immortal Mantis,2022,10,156,5,5,86.76%
3771,9-nine-:NewEpisode,2022,85,288,16,16,86.74%
3772,Beat Invaders,2022,23,142,4,4,86.74%
3773,In The Rural Village of Nagoro,2022,12,218,10,10,86.73%
3774,High On Life,2022,11608,"8,514","1,034","1,034",86.69%
3775,Melody's Escape 2,2022,70,167,6,6,86.69%
3776,Psycho Bathroom,2022,655,112,2,2,86.68%
3777,OxU,2022,11,80,0,0,86.68%
3778,Drift racing car,2022,412,140,4,4,86.67%
3779,Squad 51 vs. the Flying Saucers,2022,22,126,3,3,86.66%
3780,GigaBash,2022,305,686,56,56,86.65%
3781,Ponchoman,2022,11,96,1,1,86.65%
3782,Grounded,2022,32012,"48,533","6,580","6,580",86.64%
3783,Just King,2022,1247,932,83,83,86.62%
3784,Mayonnaise Simulator,2022,12,165,6,6,86.62%
3785,纸嫁衣3鸳鸯债,2022,655,519,39,39,86.61%
3786,Cursed 3,2022,35,95,1,1,86.61%
3787,Temperia: Soul of Majestic,2022,1258,746,63,63,86.59%
3788,Beat Hazard 3,2022,107,213,10,10,86.59%
3789,My Therapy,2022,22,236,12,12,86.58%
3790,SurrounDead,2022,511,"2,405",258,258,86.56%
3791,封神榜2022,2022,119,807,70,70,86.56%
3792,WasteLand Express 废土快递,2022,472,743,63,63,86.56%
3793,I commissioned some bees,2022,16,163,6,6,86.55%
3794,東方眠世界 ~ Wonderful Waking World,2022,29,150,5,5,86.55%
3795,Lost Nova,2022,130,256,14,14,86.52%
3796,HomeWind,2022,189,608,49,49,86.51%
3797,Ozymandias,2022,1032,645,53,53,86.50%
3798,Harmony's Odyssey,2022,30,174,7,7,86.50%
3799,CHAOS;HEAD NOAH,2022,238,319,20,20,86.47%
3800,Force Reboot,2022,25,276,16,16,86.47%
3801,Lust Theory,2022,1417,"2,818",313,313,86.46%
3802,BLOWFLY,2022,65,92,1,1,86.46%
3803,Devil Spire,2022,50,231,12,12,86.45%
3804,Impaler,2022,39,264,15,15,86.44%
3805,We Who Are About To Die,2022,2266,"3,448",394,394,86.43%
3806,Just Act Natural,2022,855,"3,364",384,384,86.42%
3807,Island Cities,2022,20,106,2,2,86.42%
3808,Once Upon a Jester,2022,26,75,0,0,86.42%
3809,Kharon's Crypt - Even Death May Die,2022,20,91,1,1,86.41%
3810,沙盒勇者：序章,2022,77,146,5,5,86.40%
3811,Impact Point,2022,283,924,85,85,86.39%
3812,Doors: Paradox,2022,341,455,34,34,86.38%
3813,发糖模拟器,2022,238,304,19,19,86.38%
3814,HAAK,2022,898,"1,633",169,169,86.37%
3815,聖石傳說EX,2022,313,261,15,15,86.37%
