id,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
4525,筒楼异事,/app/2061020/,Oct 21 2022,62,112,10,10,81.98%
4526,Slot Shots Pinball Collection,/app/1886290/,Oct 18 2022,5,39,1,1,81.97%
4527,Mystwood Manor,/app/1863670/,Sep 30 2022,"1,898",690,104,104,81.96%
4528,The Tale of Bistun,/app/916140/,Jul 13 2022,27,140,14,14,81.95%
4529,Seashell,/app/1829540/,Mar 28 2022,6,57,3,3,81.95%
4530,Kris and the City of Pleasure,/app/2130680/,Sep 16 2022,38,57,3,3,81.95%
4531,Hand Simulator: Rendezvous,/app/2158730/,Nov 1 2022,172,601,89,89,81.92%
4532,The Inheritance of Crimson Manor,/app/1553120/,May 5 2022,66,290,37,37,81.92%
4533,Toy Tanks,/app/1345440/,May 12 2022,10,48,2,2,81.92%
4534,UuultraC,/app/1909800/,Mar 24 2022,27,48,2,2,81.92%
4535,Grand Prix Story,/app/1978100/,Oct 11 2022,123,48,2,2,81.92%
4536,Miss Kawaii 3,/app/2218420/,Dec 2 2022,15,48,2,2,81.92%
4537,Aliens vs. Ghosts,/app/1609730/,Jul 6 2022,62,180,20,20,81.90%
4538,Dawn of the Monsters,/app/1642170/,Mar 15 2022,24,81,6,6,81.90%
4539,The Creature of Chaos,/app/1912460/,Mar 14 2022,6,81,6,6,81.90%
4540,Biomisland,/app/1956670/,Oct 15 2022,33,81,6,6,81.90%
4541,Dream Team Basketball,/app/2152630/,Dec 12 2022,27,81,6,6,81.90%
4542,Trifox,/app/1211240/,Oct 14 2022,17,73,5,5,81.89%
4543,Astral Slider,/app/1916930/,Mar 10 2022,20,73,5,5,81.89%
4544,For Mother Matron,/app/2162960/,Oct 17 2022,15,73,5,5,81.89%
4545,tERRORbane,/app/1617030/,Apr 1 2022,196,232,28,28,81.88%
4546,Ubaste,/app/2144350/,Sep 27 2022,12,96,8,8,81.88%
4547,Ghost Song,/app/347800/,Nov 3 2022,685,656,99,99,81.87%
4548,This is a Ghost,/app/1985420/,Dec 9 2022,119,225,27,27,81.86%
4549,Beers and Boomerangs,/app/1588610/,Nov 22 2022,6,28,0,0,81.86%
4550,Kitten Burst,/app/1592360/,Sep 2 2022,7,28,0,0,81.86%
4551,Go! Go! PogoGirl,/app/1681010/,Jan 26 2022,7,28,0,0,81.86%
4552,Platypus Adventures,/app/1719550/,Jul 7 2022,6,28,0,0,81.86%
4553,Retro Kart Rush,/app/1877000/,Mar 10 2022,5,28,0,0,81.86%
4554,Triga,/app/1890550/,May 19 2022,8,28,0,0,81.86%
4555,TPORT,/app/1926390/,Jul 13 2022,4,28,0,0,81.86%
4556,妖与夜的幻想,/app/1931060/,Mar 23 2022,3,28,0,0,81.86%
4557,Arrival of Beasts,/app/1943740/,May 13 2022,10,28,0,0,81.86%
4558,Chess Pills,/app/2016540/,Jun 16 2022,3,28,0,0,81.86%
4559,Fishing Game,/app/2112150/,Aug 25 2022,5,28,0,0,81.86%
4560,Hermit Home Designer,/app/2121190/,Sep 15 2022,4,28,0,0,81.86%
4561,Signal & Echo: Iris is Missing (demo),/app/2128530/,Nov 2 2022,5,28,0,0,81.86%
4562,Idle Research,/app/1482860/,Aug 1 2022,"4,787",881,139,139,81.85%
4563,Brigandine The Legend of Runersia,/app/1843940/,May 11 2022,"1,547",654,99,99,81.84%
4564,Portal Dungeon,/app/1679220/,Dec 15 2022,"1,332",445,63,63,81.84%
4565,猎魔战纪,/app/1986310/,May 25 2022,116,145,15,15,81.83%
4566,Defending Lydia Collier,/app/2065800/,Dec 14 2022,38,38,1,1,81.81%
4567,Eremidia - Archivist's Curse,/app/2077550/,Aug 15 2022,16,38,1,1,81.81%
4568,Spellbook Demonslayers,/app/2007530/,Nov 2 2022,944,754,117,117,81.80%
4569,佩尔霍宁,/app/1988630/,Jun 8 2022,17,158,17,17,81.79%
4570,Escape Academy,/app/1812090/,Jul 14 2022,305,466,67,67,81.78%
4571,白晓,/app/1895920/,May 3 2022,9,64,4,4,81.78%
4572,The Rabbit's Scroll,/app/2005950/,Jun 25 2022,14,64,4,4,81.78%
4573,Molytropia: Cloud in Shape of Hurt,/app/2163450/,Dec 7 2022,4,64,4,4,81.78%
4574,Gore Screaming Show,/app/2182690/,Nov 12 2022,27,47,2,2,81.78%
4575,Golf Gang,/app/1151050/,May 19 2022,684,858,136,136,81.77%
4576,三国群英志,/app/2181430/,Dec 2 2022,34,109,10,10,81.75%
4577,灵墟,/app/1986010/,Jul 8 2022,400,498,73,73,81.71%
4578,Dark Siren,/app/1575450/,Dec 17 2022,17,150,16,16,81.71%
4579,Block'Em!,/app/1529220/,Sep 8 2022,152,79,6,6,81.71%
4580,东方梦无境 ～ Dreamland of Infinity,/app/1929900/,Nov 15 2022,99,79,6,6,81.71%
4581,Fight of Steel: Infinity Warrior,/app/1631350/,Jul 15 2022,46,55,3,3,81.69%
4582,HoverRace,/app/1862020/,Feb 7 2022,13,55,3,3,81.69%
4583,Five nights at Floppa 0,/app/2059250/,Jul 1 2022,4,55,3,3,81.69%
4584,Makai Kingdom: Reclaimed and Rebound,/app/1732060/,May 10 2022,135,86,7,7,81.66%
4585,リトルハーツ,/app/1616520/,Dec 2 2022,48,27,0,0,81.66%
4586,SOKOBOT,/app/1714050/,Mar 4 2022,11,27,0,0,81.66%
4587,Bomb Club Deluxe,/app/1771440/,Mar 1 2022,14,27,0,0,81.66%
4588,SEARCH ALL - CRABS,/app/1888800/,Feb 17 2022,3,27,0,0,81.66%
4589,"I Hate You, Please Suffer - Basic",/app/1959510/,Apr 27 2022,4,27,0,0,81.66%
4590,Downpurr,/app/1969850/,Jun 13 2022,8,27,0,0,81.66%
4591,PUTRID SHOT ULTRA,/app/2053360/,Nov 7 2022,8,27,0,0,81.66%
4592,Aery - Path of Corruption,/app/2109620/,Dec 16 2022,6,27,0,0,81.66%
4593,Deadly Harvest,/app/2158130/,Oct 24 2022,14,27,0,0,81.66%
4594,ASTRONAUTILUS,/app/1724120/,Mar 30 2022,15,37,1,1,81.65%
4595,TitTok 2,/app/1764810/,Mar 7 2022,5,37,1,1,81.65%
4596,Corn Defenders,/app/1909040/,Apr 13 2022,4,37,1,1,81.65%
4597,I commissioned some bees 2,/app/2027000/,Jun 23 2022,10,37,1,1,81.65%
4598,安科俱乐部,/app/1846040/,Jan 15 2022,27,46,2,2,81.63%
4599,HEROish,/app/1876350/,Dec 16 2022,8,46,2,2,81.63%
4600,SEARCH ALL - SPIDERS,/app/1909330/,Mar 1 2022,3,46,2,2,81.63%
4601,Pixel Samurai,/app/2017270/,Jun 16 2022,12,78,6,6,81.61%
4602,Jitsu Squad,/app/1522080/,Mar 29 2022,61,168,19,19,81.60%
4603,RATUZ,/app/1550840/,Apr 22 2022,72,200,24,24,81.59%
4604,Zapling Bygone,/app/1489110/,Aug 5 2022,36,107,10,10,81.59%
4605,Chambers of Devious Design,/app/1650860/,Sep 5 2022,47,70,5,5,81.57%
4606,Scarlet Tower,/app/2181720/,Oct 31 2022,233,727,115,115,81.56%
4607,Runes of Pandemonium,/app/1865730/,Feb 22 2022,14,54,3,3,81.56%
4608,PongPong Girl,/app/2088040/,Aug 17 2022,13,54,3,3,81.56%
4609,Forward: Escape the Fold - Ultimate Edition,/app/1766390/,Mar 29 2022,396,468,69,69,81.55%
4610,My life as an archeologist,/app/1689350/,Jan 10 2022,642,255,33,33,81.54%
4611,The Backroom - Lost and Found,/app/2019830/,Jul 25 2022,24,186,22,22,81.53%
4612,Dealer's Life 2,/app/1343670/,Feb 15 2022,"2,884","2,595",472,472,81.52%
4613,Aim Climb,/app/1909770/,Mar 19 2022,90,173,20,20,81.52%
4614,Romancing SaGa -Minstrel Song- Remastered,/app/1793030/,Dec 1 2022,"2,410",160,18,18,81.52%
4615,NinNinDays2,/app/1698030/,Jan 20 2022,65,106,10,10,81.51%
4616,Smutty Scrolls,/app/885510/,Sep 19 2022,99,77,6,6,81.50%
4617,An Outcry,/app/1817470/,Jan 5 2022,9,77,6,6,81.50%
4618,Astro Colony,/app/1614550/,Nov 7 2022,"2,751","1,009",168,168,81.48%
4619,Nyaaaanvy,/app/1771990/,Apr 22 2022,55,45,2,2,81.48%
4620,Mini Gardens - Logic Puzzle,/app/1905260/,Mar 22 2022,9,45,2,2,81.48%
4621,Madcap Mosaic,/app/1964330/,Aug 15 2022,25,45,2,2,81.48%
4622,The Most Awesome Game Ever Made,/app/2128220/,Nov 15 2022,6,45,2,2,81.48%
4623,Hentai BunnyGirl,/app/2210780/,Nov 22 2022,5,45,2,2,81.48%
4624,The Maze,/app/1339110/,Dec 8 2022,6,36,1,1,81.47%
4625,Garden Guardian,/app/1897320/,Aug 10 2022,14,36,1,1,81.47%
4626,Bullet Hell Monday,/app/2003660/,Sep 12 2022,14,36,1,1,81.47%
4627,Every Day's Different,/app/1141600/,Feb 12 2022,9,26,0,0,81.46%
4628,Falling Out,/app/1363680/,Oct 5 2022,14,26,0,0,81.46%
4629,Very Very Valet,/app/1448840/,May 26 2022,15,26,0,0,81.46%
4630,Astronium,/app/1677380/,Feb 6 2022,6,26,0,0,81.46%
4631,Skeleton Scramble Deluxe,/app/1807610/,Mar 18 2022,9,26,0,0,81.46%
4632,Captain Cigarrr,/app/1856970/,Mar 4 2022,5,26,0,0,81.46%
4633,Jigsaw Bestiary,/app/1889650/,Feb 21 2022,6,26,0,0,81.46%
4634,Cupid Kiss,/app/1954020/,Jul 22 2022,4,26,0,0,81.46%
4635,Kid Ball Adventure,/app/1973010/,Sep 1 2022,8,26,0,0,81.46%
4636,Space Turbo 2,/app/1995470/,May 24 2022,4,26,0,0,81.46%
4637,Astrocat: Skylar´s Memories,/app/2020380/,Jun 17 2022,5,26,0,0,81.46%
4638,Lost Lands: Sand Captivity,/app/2098090/,Dec 9 2022,38,26,0,0,81.46%
4639,Fabric Of Reality,/app/2166710/,Dec 15 2022,8,26,0,0,81.46%
4640,Check it Out!,/app/1928430/,Apr 29 2022,70,389,56,56,81.45%
4641,My Dream is a Lost Memory,/app/2017890/,Jun 19 2022,3,119,12,12,81.45%
4642,Suhoshin,/app/1679700/,Apr 14 2022,29,91,8,8,81.44%
4643,The Genesis Project,/app/1610900/,Apr 13 2022,615,806,131,131,81.43%
4644,SEX with HITLER 2,/app/2194810/,Dec 17 2022,690,165,19,19,81.43%
4645,Miss Kawaii,/app/2125120/,Sep 19 2022,20,98,9,9,81.43%
4646,完美的一天 / A Perfect Day,/app/843810/,Feb 25 2022,"1,732","1,248",214,214,81.42%
4647,Everglow,/app/1763150/,Jul 24 2022,11,61,4,4,81.42%
4648,沃姆斯传说：午夜新娘,/app/1995680/,Aug 11 2022,7,61,4,4,81.42%
4649,Wolves on the Westwind,/app/1047170/,May 25 2022,38,53,3,3,81.42%
4650,Lost2,/app/1930640/,Sep 30 2022,691,975,163,163,81.39%
4651,Orbital Bullet,/app/1167680/,Mar 21 2022,131,398,58,58,81.38%
4652,King Arthur: Knight's Tale,/app/1157390/,Apr 26 2022,"5,376","4,005",761,761,81.37%
4653,Angry Putin,/app/1540060/,May 8 2022,6,138,15,15,81.37%
4654,The Backrooms: Lost Tape,/app/1926620/,Dec 24 2022,79,385,56,56,81.34%
4655,My First Femboy Date,/app/2097540/,Aug 25 2022,6,97,9,9,81.34%
4656,Don't Shit On My #!$@& Roof,/app/2143950/,Sep 27 2022,94,97,9,9,81.34%
4657,h8machine,/app/1642010/,Aug 4 2022,10,44,2,2,81.33%
4658,Heat Death,/app/1678320/,Jul 18 2022,32,44,2,2,81.33%
4659,MAGICAL DEATHPAIR,/app/1852380/,Jan 11 2022,7,44,2,2,81.33%
4660,Hunt for Junk,/app/1973040/,Jun 23 2022,10,44,2,2,81.33%
4661,骸心 Mainbody,/app/2189420/,Nov 6 2022,5,44,2,2,81.33%
4662,Is Simon There?,/app/1961300/,May 6 2022,16,188,23,23,81.30%
4663,Wayward Strand,/app/1080450/,Sep 15 2022,16,60,4,4,81.30%
4664,Outshine,/app/1288410/,Nov 3 2022,10,35,1,1,81.30%
4665,Mega Knockdown,/app/1492750/,Jul 29 2022,7,35,1,1,81.30%
4666,Starless,/app/1578500/,Aug 25 2022,7,35,1,1,81.30%
4667,SiNKR 3,/app/1705580/,Aug 25 2022,7,35,1,1,81.30%
4668,Shadow of the Guild,/app/1767250/,Nov 10 2022,7,35,1,1,81.30%
4669,Axolotl is Dry,/app/1938180/,Apr 25 2022,9,35,1,1,81.30%
4670,Kraino Origins,/app/1982130/,Sep 3 2022,6,35,1,1,81.30%
4671,The Robot Girl Meets The Human!,/app/2002410/,Aug 19 2022,5,35,1,1,81.30%
4672,Soda Story - Brewing Tycoon,/app/1088750/,Jul 21 2022,109,52,3,3,81.29%
4673,MORODASHI SUMO,/app/1964310/,Aug 5 2022,102,52,3,3,81.29%
4674,地牢100,/app/1711610/,Nov 25 2022,"2,197","1,040",177,177,81.28%
4675,CashGrab,/app/2138780/,Sep 19 2022,15,89,8,8,81.25%
4676,Kevin's Path to Wizdom,/app/1275600/,Dec 8 2022,5,25,0,0,81.25%
4677,Barold,/app/1309090/,Oct 6 2022,8,25,0,0,81.25%
4678,S-IN,/app/1484130/,Apr 14 2022,4,25,0,0,81.25%
4679,The Indigo Parallel,/app/1550870/,Nov 24 2022,7,25,0,0,81.25%
4680,Nachkriegsratten Punk-Rock Puzzle,/app/1887050/,Jun 1 2022,3,25,0,0,81.25%
4681,Candle Prick,/app/1920700/,Nov 4 2022,5,25,0,0,81.25%
4682,Hot“Sento Girls”and love,/app/1934180/,Sep 1 2022,7,25,0,0,81.25%
4683,Vactics,/app/1938290/,Jun 22 2022,4,25,0,0,81.25%
4684,One Many Nobody,/app/1967480/,Oct 11 2022,5,25,0,0,81.25%
4685,Board,/app/2021050/,Jun 17 2022,3,25,0,0,81.25%
4686,Hermea,/app/2023430/,Aug 1 2022,5,25,0,0,81.25%
4687,Interrogation Simulator,/app/2059480/,Oct 31 2022,4,25,0,0,81.25%
4688,럭키 스태미나,/app/2116600/,Aug 27 2022,6,25,0,0,81.25%
4689,Rocket Bot Royale,/app/1748390/,Apr 20 2022,394,527,82,82,81.24%
4690,HITMAN 3,/app/1659040/,Jan 20 2022,"9,043","10,555","2,137","2,137",81.23%
4691,Sexy Mystic Survivors,/app/1964360/,Nov 18 2022,"1,551",872,146,146,81.23%
4692,藏梦,/app/1247860/,Aug 22 2022,11,67,5,5,81.22%
4693,Pill Baby,/app/1765560/,Mar 25 2022,10,67,5,5,81.22%
4694,Hello Lady! - Complete Edition,/app/1751630/,Jan 21 2022,181,229,30,30,81.21%
4695,To Be A King - Volume 1,/app/2081630/,Sep 30 2022,134,109,11,11,81.19%
4696,Latex Dungeon,/app/1622780/,Mar 15 2022,490,541,85,85,81.18%
4697,连海CASINO,/app/1973700/,Sep 30 2022,30,74,6,6,81.18%
4698,Touhou: Fading Illusion,/app/2132480/,Dec 5 2022,14,74,6,6,81.18%
4699,Space Tail: Every Journey Leads Home,/app/1975660/,Nov 3 2022,52,59,4,4,81.17%
4700,Blast Beat,/app/1778720/,Jan 13 2022,7,43,2,2,81.17%
4701,Tomboy Adventure,/app/1970060/,Aug 30 2022,10,43,2,2,81.17%
4702,Oh! Edo Towns,/app/2019370/,Sep 5 2022,40,43,2,2,81.17%
4703,Democracy 4,/app/1410710/,Jan 13 2022,699,"3,657",703,703,81.16%
4704,STRIDE,/app/1292040/,Jun 10 2022,142,"1,737",315,315,81.16%
4705,The Tenants,/app/1009560/,Oct 20 2022,"4,583","4,715",922,922,81.15%
4706,Akai Katana Shin,/app/2076220/,Dec 14 2022,40,51,3,3,81.14%
4707,净化之径,/app/2144460/,Oct 11 2022,9,51,3,3,81.14%
4708,Forgotten Realms: The Archives - Collection One,/app/1882240/,Mar 29 2022,138,108,11,11,81.11%
4709,Moo Lander,/app/1080040/,May 27 2022,8,34,1,1,81.11%
4710,Super Mega Zero,/app/1581880/,Apr 20 2022,5,34,1,1,81.11%
4711,Lords of Ravage - Сhapter 1,/app/2093280/,Sep 8 2022,22,34,1,1,81.11%
4712,StickmanThug3D,/app/2156120/,Oct 9 2022,4,34,1,1,81.11%
4713,Maid for Loving You,/app/2176760/,Dec 31 2022,21,34,1,1,81.11%
4714,Q.U.B.E. 10th Anniversary,/app/1564220/,Sep 14 2022,29,66,5,5,81.10%
4715,Adorable Witch 3,/app/1913490/,May 7 2022,153,410,62,62,81.09%
4716,a pet shop after dark,/app/1934800/,Aug 30 2022,87,250,34,34,81.09%
4717,Venture Towns,/app/1923670/,May 23 2022,84,101,10,10,81.09%
4718,H-Isekai Loves,/app/1660280/,Feb 11 2022,897,"1,022",177,177,81.07%
4719,Intruder In Antiquonia,/app/1778870/,Jul 8 2022,19,73,6,6,81.07%
4720,Sonority,/app/1432390/,May 25 2022,27,87,8,8,81.06%
4721,RUMBLE,/app/890550/,Sep 23 2022,227,"1,175",207,207,81.05%
4722,Motocross: Chasing the Dream,/app/830540/,Aug 30 2022,29,80,7,7,81.05%
4723,College Craze,/app/1988190/,Aug 3 2022,24,80,7,7,81.05%
4724,Memory Traces: japan,/app/1906180/,Aug 10 2022,18,58,4,4,81.04%
4725,Miss Kawaii 2,/app/2176270/,Oct 26 2022,22,58,4,4,81.04%
4726,All Ashes and Illusions,/app/1673020/,Aug 3 2022,5,24,0,0,81.03%
4727,amazin' George 2,/app/1870210/,Jan 24 2022,2,24,0,0,81.03%
4728,Runner Party,/app/1874950/,Dec 22 2022,12,24,0,0,81.03%
4729,ASCIILL,/app/1878770/,Feb 25 2022,5,24,0,0,81.03%
4730,NinjaThea,/app/2005800/,Aug 23 2022,6,24,0,0,81.03%
4731,Hidden Shapes - Trick or Cats,/app/2159180/,Oct 20 2022,4,24,0,0,81.03%
4732,Pocket Witch,/app/2167040/,Oct 27 2022,4,24,0,0,81.03%
4733,Of Moons and Mania,/app/2185400/,Dec 16 2022,3,24,0,0,81.03%
4734,Ghostwire: Tokyo,/app/1475810/,Mar 24 2022,"14,086","10,231","2,102","2,102",81.02%
4735,Project Lazarus,/app/2024230/,Jun 23 2022,752,893,153,153,81.01%
4736,Tentacular,/app/1220100/,Mar 24 2022,20,50,3,3,81.00%
4737,Boys Tale,/app/1693950/,Feb 11 2022,9,50,3,3,81.00%
4738,Shores of Loci,/app/1846890/,May 24 2022,5,50,3,3,81.00%
4739,The Ditty of Carmeana,/app/1693760/,Apr 16 2022,10,42,2,2,81.00%
4740,Entangled,/app/1990370/,Jul 7 2022,9,42,2,2,81.00%
4741,Starcom: Unknown Space,/app/1750770/,Dec 14 2022,419,224,30,30,80.99%
4742,1428: Shadows over Silesia,/app/1228500/,Oct 4 2022,62,113,12,12,80.98%
4743,Dr. Chatelet: Faith 神医,/app/1924910/,Nov 30 2022,36,65,5,5,80.98%
4744,Remnant Records,/app/1916310/,Jul 19 2022,133,253,35,35,80.97%
4745,IT Simulator,/app/1903730/,Jun 1 2022,12,86,8,8,80.96%
4746,The Backrooms 1998 - Found Footage Backroom Survival Horror Game,/app/1985930/,May 25 2022,60,529,85,85,80.92%
4747,PogoChamp,/app/1357220/,May 26 2022,8,33,1,1,80.92%
4748,Togges,/app/1550270/,Dec 7 2022,8,33,1,1,80.92%
4749,Tear Factory,/app/1771210/,Oct 3 2022,2,33,1,1,80.92%
4750,Hole in the Clouds,/app/1821340/,Aug 26 2022,6,33,1,1,80.92%
4751,Pentagons Go WEEE,/app/1927930/,Mar 31 2022,6,33,1,1,80.92%
4752,Thrill Penguin,/app/1981480/,Jun 29 2022,6,33,1,1,80.92%
4753,Reimus Awesome Holiday,/app/2137560/,Oct 6 2022,6,33,1,1,80.92%
4754,Bughouse,/app/2066240/,Jul 14 2022,9,112,12,12,80.90%
4755,Pirates: Golden tits chapter 1,/app/1538730/,Sep 29 2022,29,57,4,4,80.90%
4756,Dwarven Realms,/app/2015240/,Dec 16 2022,157,222,30,30,80.89%
4757,Persona 4 Arena Ultimax,/app/1602010/,Mar 17 2022,"7,099","2,281",434,434,80.87%
4758,Coffee Shop Tycoon,/app/370060/,Dec 19 2022,113,456,72,72,80.86%
4759,HunterX,/app/1918450/,Apr 29 2022,141,352,53,53,80.86%
4760,Project R4T,/app/2098290/,Dec 16 2022,12,105,11,11,80.86%
4761,Hands of Necromancy,/app/1898610/,Jun 20 2022,12,85,8,8,80.85%
4762,Air Traffic: Greenlight,/app/1861880/,Feb 4 2022,18,64,5,5,80.85%
4763,Mister Furry,/app/1861970/,Dec 16 2022,36,318,47,47,80.84%
4764,剑与桃花,/app/1883320/,Jul 22 2022,7,49,3,3,80.84%
4765,Asian Truck Simulator,/app/2117080/,Sep 9 2022,7,49,3,3,80.84%
4766,Blood Wizard Odyssey,/app/2222970/,Dec 12 2022,9,49,3,3,80.84%
4767,クレヨンしんちゃん「オラと博士の夏休み」～おわらない七日間の旅～,/app/2061250/,Aug 31 2022,139,155,19,19,80.83%
4768,girl agent,/app/1632140/,Mar 29 2022,7,41,2,2,80.83%
4769,Super Lone Survivor,/app/1907440/,Oct 31 2022,15,41,2,2,80.83%
4770,Exodemic,/app/1928370/,Jul 8 2022,28,41,2,2,80.83%
4771,Wolfenstein: Enemy Territory,/app/1873030/,Apr 26 2022,577,"1,244",225,225,80.82%
4772,Garden Simulator,/app/1403310/,Sep 8 2022,269,167,21,21,80.82%
4773,Witchy Life Story,/app/1427340/,Sep 30 2022,270,311,46,46,80.79%
4774,Armored Lab Force VULVEHICLES,/app/1957590/,Aug 25 2022,10,23,0,0,80.79%
4775,AV-Racer,/app/1978850/,May 20 2022,3,23,0,0,80.79%
4776,Sokolor,/app/1996710/,Jun 17 2022,4,23,0,0,80.79%
4777,Pitstop in Purgatory,/app/2077080/,Oct 14 2022,4,23,0,0,80.79%
4778,Super Choppy Orc,/app/2105000/,Nov 16 2022,12,23,0,0,80.79%
4779,SIC-1,/app/2124440/,Dec 2 2022,10,23,0,0,80.79%
4780,Freedom Drive,/app/2158510/,Oct 28 2022,3,23,0,0,80.79%
4781,Sapiens,/app/1060230/,Jul 26 2022,"1,826","1,180",213,213,80.78%
4782,FPS Game: Dev Test,/app/1901200/,Feb 26 2022,353,917,161,161,80.78%
4783,PAC-MAN MUSEUM+,/app/1665130/,May 26 2022,93,231,32,32,80.77%
4784,Between Two Worlds,/app/1975280/,Aug 12 2022,135,148,18,18,80.77%
4785,Buggos,/app/789660/,Mar 17 2022,257,425,67,67,80.76%
4786,Ghostlore,/app/1783280/,Apr 14 2022,108,172,22,22,80.76%
4787,I See Red,/app/1594460/,Oct 24 2022,13,56,4,4,80.76%
4788,Grocket,/app/1839540/,Sep 9 2022,103,56,4,4,80.76%
4789,Movie Quest,/app/1909220/,Dec 17 2022,29,56,4,4,80.76%
4790,Rule No. 2,/app/1964870/,Aug 26 2022,6,56,4,4,80.76%
4791,SCP: Labrat,/app/1402020/,Dec 25 2022,567,"1,936",367,367,80.75%
4792,Wavetale,/app/1823930/,Dec 12 2022,57,123,14,14,80.75%
4793,F-Rank hero story,/app/1768270/,Jan 5 2022,4,63,5,5,80.73%
4794,Richman: Classic,/app/2027920/,Jul 28 2022,95,63,5,5,80.73%
4795,EON Fighter,/app/2146720/,Nov 22 2022,28,63,5,5,80.73%
4796,HeatStroke,/app/2022090/,Dec 16 2022,17,70,6,6,80.72%
4797,Midnight Legends,/app/1482870/,Jan 6 2022,9,32,1,1,80.72%
4798,Big Earth,/app/1612100/,Jun 23 2022,4,32,1,1,80.72%
4799,subROV,/app/1648760/,Dec 2 2022,7,32,1,1,80.72%
4800,Trapper: Drug Dealing RPG,/app/1662860/,Apr 28 2022,10,32,1,1,80.72%
4801,Vespa's Test,/app/2077430/,Aug 3 2022,6,32,1,1,80.72%
4802,Mushroom Card RPG,/app/2122550/,Oct 4 2022,25,32,1,1,80.72%
4803,E.E.R.I.E2,/app/2162780/,Nov 5 2022,34,224,31,31,80.71%
4804,Ballex²: The Hanging Gardens,/app/1383570/,Jul 15 2022,27,48,3,3,80.69%
4805,The Immaculate Drag,/app/1761010/,Jan 17 2022,3,48,3,3,80.69%
4806,Deflector: Specimen One,/app/1825340/,Mar 31 2022,28,48,3,3,80.69%
4807,Revita,/app/1175460/,Apr 21 2022,"2,112","1,364",252,252,80.68%
4808,Pocket League Story,/app/1923690/,Aug 8 2022,243,90,9,9,80.68%
4809,Warriors of the Nile 2,/app/1682060/,Aug 24 2022,"2,199",684,117,117,80.67%
4810,Panic Porcupine,/app/1820570/,Oct 27 2022,7,40,2,2,80.66%
4811,烛光迷局 Candlelight,/app/1979120/,May 13 2022,10,40,2,2,80.66%
4812,Phobies,/app/1254130/,Mar 8 2022,197,537,89,89,80.64%
4813,Tame It!,/app/1706850/,Mar 18 2022,284,367,57,57,80.64%
4814,Anglerfish,/app/1613670/,Nov 10 2022,24,152,19,19,80.63%
4815,Coin Flipper,/app/2153770/,Oct 3 2022,256,96,10,10,80.63%
4816,This Means Warp,/app/1269300/,Mar 17 2022,253,239,34,34,80.62%
4817,A Memoir Blue,/app/1497450/,Mar 24 2022,22,222,31,31,80.62%
4818,Witch Schools: Love Potions,/app/2093250/,Sep 19 2022,9,55,4,4,80.62%
4819,Boba Simulator,/app/1847510/,Dec 1 2022,31,69,6,6,80.60%
4820,Bound By Blades,/app/973070/,Nov 15 2022,25,62,5,5,80.59%
4821,Grisaia Phantom Trigger Vol.8,/app/1869980/,Feb 25 2022,121,62,5,5,80.59%
4822,Emi - New Beginning,/app/2142710/,Nov 8 2022,22,62,5,5,80.59%
4823,米可可大冒險,/app/1909270/,Nov 8 2022,111,127,15,15,80.58%
4824,Vestige,/app/1862960/,Jan 22 2022,38,89,9,9,80.58%
4825,Mad Streets,/app/1282760/,Mar 15 2022,59,157,20,20,80.57%
4826,Touhou Ibunseki - Ayaria Dawn: ReCreation,/app/1138100/,Apr 1 2022,486,"1,231",228,228,80.54%
4827,PlayForm: Human Dynamics,/app/1729300/,Jul 27 2022,23,82,8,8,80.54%
4828,IZBOT 2,/app/1452790/,Mar 10 2022,4,22,0,0,80.54%
4829,Project Absentia,/app/1662010/,Jul 29 2022,6,22,0,0,80.54%
4830,Unknown Number: A First Person Talker,/app/1692340/,Sep 21 2022,6,22,0,0,80.54%
4831,Super Nano Blaster,/app/1710830/,May 3 2022,5,22,0,0,80.54%
4832,Invisible Places - Pixel Art Jigsaw Puzzle,/app/1807500/,Jan 24 2022,2,22,0,0,80.54%
4833,Riley & Rochelle,/app/1869580/,Oct 18 2022,6,22,0,0,80.54%
4834,Rotund Zero,/app/1888590/,Apr 21 2022,4,22,0,0,80.54%
4835,Tales of Autumn,/app/1918880/,Apr 30 2022,4,22,0,0,80.54%
4836,Duks,/app/1927480/,Jul 2 2022,5,22,0,0,80.54%
4837,Invercity,/app/1943370/,Nov 9 2022,24,22,0,0,80.54%
4838,幻覚,/app/2005320/,Jul 30 2022,33,22,0,0,80.54%
4839,EXECUTE DADDY,/app/2014870/,Nov 30 2022,4,22,0,0,80.54%
4840,ALIEN XENOBLASTER,/app/2051590/,Aug 23 2022,6,22,0,0,80.54%
4841,Stereo Boy,/app/2073530/,Aug 9 2022,5,22,0,0,80.54%
4842,Temple of Horror,/app/2109700/,Oct 26 2022,6,22,0,0,80.54%
4843,Seaberry Keep,/app/2150760/,Nov 11 2022,2,22,0,0,80.54%
4844,Saint Kotar: The Crawling Man,/app/2186240/,Dec 2 2022,3,22,0,0,80.54%
4845,Seaberry Holiday,/app/2208060/,Dec 7 2022,4,22,0,0,80.54%
4846,Catizens,/app/957660/,Aug 17 2022,93,180,24,24,80.53%
4847,Zorbus,/app/2125420/,Sep 14 2022,68,114,13,13,80.53%
4848,Mosaic Chronicles,/app/1034150/,Sep 29 2022,11,47,3,3,80.53%
